text_a;text_b;is_true;explanation;difficulty;is_active
Noam Roche, GI-307-LY, 98 impasse du Moulin;Noam Roche, GI-307-LY, 98 impasse d9 Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 36 : « u » devient « 9 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster blanc, plaque BE-452-FL, vu le 23/01/2026 à 16h05.;Signalement : Dacia Duster blanc, plaque BE-452-FL, vu le 23/01/2026 à 16h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le térnoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « m » a été remplacé par « rn ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Clara Dumas, TN-228-GO, 31 avenue Victor-Hugo;Clara Dumas, TN-228-GO, 31 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris gris, plaque MI-505-HQ, vu le 24/04/2026 à 11h15.;Signalement : Toyota Yaris gris, plaque MI-5O5-HQ, vu le 24/04/2026 à 11h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Sarah Lemoine, YZ-321-VE, 10 rue des Acacias;Sarah Lemoine, YZ-321-VE, 10 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus noir, plaque DB-895-MU, vu le 19/04/2026 à 11h15.;Signalement : Ford Focus noir, plaque DB-895-MU, vu le 19/04/2026 à 11h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le térnoin indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « m » a été remplacé par « rn ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Sarah Perrin, FZ-919-ZS, 83 boulevard Carnot;Sarah Perrin, FZ-919-ZS, 83 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 gris, plaque FC-412-IU, vu le 28/07/2026 à 22h30.;Signalement : Peugeot 3O8 gris, plaque FC-412-IU, vu le 28/07/2026 à 22h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Lucas Garnier, CV-291-JA, 80 boulevard Carnot;Lucas Garnier, CV-29V-JA, 80 boulevard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 21 : « 1 » devient « V ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Renault Clio bleu, plaque VG-308-WK, vu le 27/06/2026 à 10h45.;Signalement : Renault Clio bleu, plaque VG-308-WK, vu le 27/06/2026 à 10h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Hugo Martin, NP-145-DM, 95 avenue Victor-Hugo;Hugo Martin, NP-145-DM, 95 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio blanc, plaque NS-766-MI, vu le 10/09/2026 à 17h05.;Signalement : Renault Clio blanc, plaque NS-766-MI, vu le I0/09/2026 à 17h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Lina Martin, MP-725-QD, 71 impasse du Moulin;Lina M2rtin, MP-725-QD, 71 impasse du Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 7 : « a » devient « 2 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
