module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Facile;18, 21, 24, ?, 30, 33;Quel terme manque ?;"[""27"", ""30"", ""26"", ""28""]";27;La règle est une progression arithmétique de +3. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 24 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;3, 5, 10, 12, ?, 26;Quel terme manque ?;"[""26"", ""25"", ""24"", ""23""]";24;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 24, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 12 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 5, 7, 12, 19, ?;Quel terme manque ?;"[""30"", ""32"", ""36"", ""31""]";31;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 31, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 19 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;2, 10, 50, 250, ?, 6250;Quel terme manque ?;"[""1250"", ""1251"", ""1249"", ""1252""]";1250;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 1250, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 250 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;D, ?, H, J, L, N;Quel terme manque ?;"[""G"", ""H"", ""F"", ""E""]";F;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc F, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « D ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;A, ?, F, J, O, U;Quel terme manque ?;"[""C"", ""B"", ""E"", ""D""]";C;La règle applique un décalage alphabétique croissant : +2, +3, +4, puis ainsi de suite. Le terme manquant est donc C, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « A ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Décalage alphabétique croissant;true
psychotechnique;suites_logiques;Facile;2, ?, 50, 250, 1250, 6250;Quel terme manque ?;"[""11"", ""12"", ""9"", ""10""]";10;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;5, 7, 11, 17, ?, 35;Quel terme manque ?;"[""28"", ""26"", ""25"", ""24""]";25;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 25, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 17 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, ?, 8, 12, 20, 32;Quel terme manque ?;"[""9"", ""5"", ""4"", ""3""]";4;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 15, 25, ?, 45, 55;Quel terme manque ?;"[""34"", ""36"", ""35"", ""40""]";35;La règle est une progression arithmétique de +10. Le terme manquant est donc 35, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 25 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;2, ?, 11, 23, 47, 95;Quel terme manque ?;"[""7"", ""5"", ""6"", ""4""]";5;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 4, 5, 9, 14, ?;Quel terme manque ?;"[""24"", ""26"", ""23"", ""22""]";23;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 23, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;46, 43, 40, 37, ?, 31;Quel terme manque ?;"[""39"", ""34"", ""35"", ""33""]";34;La règle est une soustraction constante de 3. Le terme manquant est donc 34, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 37 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;E, I, ?, Q, U, Y;Quel terme manque ?;"[""M"", ""L"", ""N"", ""O""]";M;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc M, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « I ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;1, 4, 5, 9, ?, 23;Quel terme manque ?;"[""13"", ""15"", ""17"", ""14""]";14;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 14, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;3, 6, ?, 12, 15, 18;Quel terme manque ?;"[""9"", ""10"", ""8"", ""14""]";9;La règle est une progression arithmétique de +3. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;5, 11, 23, 47, ?, 191;Quel terme manque ?;"[""94"", ""100"", ""95"", ""96""]";95;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 95, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 47 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 3, 4, 7, 11, ?;Quel terme manque ?;"[""21"", ""17"", ""18"", ""19""]";18;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 15, 45, ?, 405, 1215;Quel terme manque ?;"[""137"", ""135"", ""136"", ""134""]";135;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 135, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 45 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;8, 11, ?, 23, 32, 43;Quel terme manque ?;"[""16"", ""15"", ""21"", ""17""]";16;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 16, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;1, ?, 27, 64, 125, 216;Quel terme manque ?;"[""11"", ""8"", ""7"", ""9""]";8;La règle est la suite des cubes parfaits. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Cubes parfaits;true
psychotechnique;suites_logiques;Facile;5, 10, 20, ?, 80, 160;Quel terme manque ?;"[""39"", ""45"", ""40"", ""41""]";40;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 40, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;3, 7, 15, ?, 63, 127;Quel terme manque ?;"[""31"", ""32"", ""30"", ""34""]";31;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 31, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 8, ?, 64, 125, 216;Quel terme manque ?;"[""28"", ""27"", ""26"", ""30""]";27;La règle est la suite des cubes parfaits. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Cubes parfaits;true
