module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Facile;Combien font 25 % de 40 ?;25 % de 40;"[""11"", ""20"", ""10"", ""9""]";10;Le calcul à effectuer est 25 % de 40, ce qui donne 10. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 16² ?;16²;"[""255"", ""266"", ""256"", ""257""]";256;Le calcul à effectuer est 16², ce qui donne 256. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser (10+n)²;true
psychotechnique;calcul_mental;Difficile;Combien font 4/8 de 168 ?;4/8 de 168;"[""83"", ""84"", ""85"", ""94""]";84;Le calcul à effectuer est 4/8 de 168, ce qui donne 84. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 47 + 29 ?;47 + 29;"[""75"", ""76"", ""77"", ""86""]";76;Le calcul à effectuer est 47 + 29, ce qui donne 76. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 140 + 166 ?;140 + 166;"[""316"", ""306"", ""307"", ""305""]";306;Le calcul à effectuer est 140 + 166, ce qui donne 306. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 32 × 19 ?;32 × 19;"[""618"", ""609"", ""608"", ""607""]";608;Le calcul à effectuer est 32 × 19, ce qui donne 608. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 82 - 34 ?;82 - 34;"[""47"", ""48"", ""49"", ""58""]";48;Le calcul à effectuer est 82 - 34, ce qui donne 48. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 29 × 13 ?;29 × 13;"[""378"", ""377"", ""387"", ""376""]";377;Le calcul à effectuer est 29 × 13, ce qui donne 377. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 39 ?;2/3 de 39;"[""36"", ""26"", ""27"", ""25""]";26;Le calcul à effectuer est 2/3 de 39, ce qui donne 26. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 72 / 8 ?;72 / 8;"[""8"", ""9"", ""10"", ""19""]";9;Le calcul à effectuer est 72 / 8, ce qui donne 9. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 21 × 11 ?;21 × 11;"[""241"", ""231"", ""232"", ""230""]";231;Le calcul à effectuer est 21 × 11, ce qui donne 231. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 2/4 de 116 ?;2/4 de 116;"[""57"", ""68"", ""58"", ""59""]";58;Le calcul à effectuer est 2/4 de 116, ce qui donne 58. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 24 / 2 ?;24 / 2;"[""12"", ""13"", ""11"", ""22""]";12;Le calcul à effectuer est 24 / 2, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 14² ?;14²;"[""197"", ""195"", ""196"", ""206""]";196;Le calcul à effectuer est 14², ce qui donne 196. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser (10+n)²;true
psychotechnique;calcul_mental;Difficile;Combien font 31 × 17 ?;31 × 17;"[""526"", ""528"", ""537"", ""527""]";527;Le calcul à effectuer est 31 × 17, ce qui donne 527. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 83 - 23 ?;83 - 23;"[""60"", ""70"", ""61"", ""59""]";60;Le calcul à effectuer est 83 - 23, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 502 - 286 ?;502 - 286;"[""216"", ""215"", ""226"", ""217""]";216;Le calcul à effectuer est 502 - 286, ce qui donne 216. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (43 × 7) - 77 ?;(43 × 7) - 77;"[""223"", ""225"", ""224"", ""234""]";224;Le calcul à effectuer est (43 × 7) - 77, ce qui donne 224. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 48 / 8 ?;48 / 8;"[""6"", ""16"", ""5"", ""7""]";6;Le calcul à effectuer est 48 / 8, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 596 - 397 ?;596 - 397;"[""198"", ""209"", ""199"", ""200""]";199;Le calcul à effectuer est 596 - 397, ce qui donne 199. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 45 ?;2/3 de 45;"[""29"", ""40"", ""31"", ""30""]";30;Le calcul à effectuer est 2/3 de 45, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 13 + 13 ?;13 + 13;"[""36"", ""25"", ""26"", ""27""]";26;Le calcul à effectuer est 13 + 13, ce qui donne 26. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 636 - 375 ?;636 - 375;"[""262"", ""261"", ""271"", ""260""]";261;Le calcul à effectuer est 636 - 375, ce qui donne 261. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (49 × 5) - 70 ?;(49 × 5) - 70;"[""174"", ""176"", ""175"", ""185""]";175;Le calcul à effectuer est (49 × 5) - 70, ce qui donne 175. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 80 - 17 ?;80 - 17;"[""62"", ""64"", ""73"", ""63""]";63;Le calcul à effectuer est 80 - 17, ce qui donne 63. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 472 + 208 ?;472 + 208;"[""690"", ""679"", ""680"", ""681""]";680;Le calcul à effectuer est 472 + 208, ce qui donne 680. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 49 × 19 ?;49 × 19;"[""930"", ""941"", ""931"", ""932""]";931;Le calcul à effectuer est 49 × 19, ce qui donne 931. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 4 × 7 ?;4 × 7;"[""29"", ""38"", ""28"", ""27""]";28;Le calcul à effectuer est 4 × 7, ce qui donne 28. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 13 × 15 ?;13 × 15;"[""196"", ""194"", ""195"", ""205""]";195;Le calcul à effectuer est 13 × 15, ce qui donne 195. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Facile;Combien font 10 % de 80 ?;10 % de 80;"[""9"", ""18"", ""7"", ""8""]";8;Le calcul à effectuer est 10 % de 80, ce qui donne 8. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
